"text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"RT @NevSchulman: No matter how mad you are, never call someone a fat ass Kelly Price. #Catfish #wednesdaywisdom",FALSE,0,NA,2018-11-28 23:35:13,FALSE,NA,"1067924906199797760",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","caitlinsaysayyy",1938,TRUE,FALSE,NA,NA
"#Catfish is back tonight and I am so excited, y’all!!! I honestly live for it🙌🏼🙌🏼 https://t.co/9QyNz1yKBJ",FALSE,0,NA,2018-11-28 23:34:52,FALSE,NA,"1067924817985327105",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","uloveny",0,FALSE,FALSE,NA,NA
"RT @CatfishMTV: Use this: 

👩‍🎤: Dear Nev, I'm in love with someone I never met. Here’s the photo ✨🤵✨
🕵️: Hmm... sounds 🐟 but I'll help…",FALSE,0,NA,2018-11-28 23:34:50,FALSE,NA,"1067924811127627783",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","mandaaabearr",53,TRUE,FALSE,NA,NA
"RT @CatfishMTV: Use this: 

👩‍🎤: Dear Nev, I'm in love with someone I never met. Here’s the photo ✨🤵✨
🕵️: Hmm... sounds 🐟 but I'll help…",FALSE,0,NA,2018-11-28 23:34:14,FALSE,NA,"1067924658580856833",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Mxhrix",53,TRUE,FALSE,NA,NA
"RT @NevSchulman: No matter how mad you are, never call someone a fat ass Kelly Price. #Catfish #wednesdaywisdom",FALSE,0,NA,2018-11-28 23:33:47,FALSE,NA,"1067924546160914433",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Brickcitygirl09",1938,TRUE,FALSE,NA,NA
"RT @NevSchulman: No matter how mad you are, never call someone a fat ass Kelly Price. #Catfish #wednesdaywisdom",FALSE,0,NA,2018-11-28 23:33:00,FALSE,NA,"1067924348021936128",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","dejahdisaster",1938,TRUE,FALSE,NA,NA
"RT @NevSchulman: No matter how mad you are, never call someone a fat ass Kelly Price. #Catfish #wednesdaywisdom",FALSE,0,NA,2018-11-28 23:32:44,FALSE,NA,"1067924283492573184",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ayyyamandaa",1938,TRUE,FALSE,NA,NA
"RT @NevSchulman: No matter how mad you are, never call someone a fat ass Kelly Price. #Catfish #wednesdaywisdom",FALSE,0,NA,2018-11-28 23:31:40,FALSE,NA,"1067924014218297344",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","smolsabeana",1938,TRUE,FALSE,NA,NA
"RT @CatfishMTV: .@NevSchulman is BACK with all new co-host ready to tackle new cases! #Catfish returns TONIGHT at 9/8c on @MTV! 🙌",FALSE,0,NA,2018-11-28 23:31:08,FALSE,NA,"1067923881183272960",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","IamMariTait",68,TRUE,FALSE,NA,NA
"Got plans tonight? I’m co-hosting #Catfish with @NevSchulman tonight at 9/8c on @MTV! Woohoo!",FALSE,37,NA,2018-11-28 23:30:35,FALSE,NA,"1067923741714219008",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","JaneCarrey23",2,FALSE,FALSE,NA,NA
"RT @NevSchulman: No matter how mad you are, never call someone a fat ass Kelly Price. #Catfish #wednesdaywisdom",FALSE,0,NA,2018-11-28 23:30:17,FALSE,NA,"1067923664509620224",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","BlackLabMama",1938,TRUE,FALSE,NA,NA
"RT @NevSchulman: No matter how mad you are, never call someone a fat ass Kelly Price. #Catfish #wednesdaywisdom",FALSE,0,NA,2018-11-28 23:30:06,FALSE,NA,"1067923618565369862",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","manda_panda832",1938,TRUE,FALSE,NA,NA
"RT @NevSchulman: No matter how mad you are, never call someone a fat ass Kelly Price. #Catfish #wednesdaywisdom",FALSE,0,NA,2018-11-28 23:29:23,FALSE,NA,"1067923436876558336",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","xovictoriaxo121",1938,TRUE,FALSE,NA,NA
"RT @NevSchulman: No matter how mad you are, never call someone a fat ass Kelly Price. #Catfish #wednesdaywisdom",FALSE,0,NA,2018-11-28 23:28:46,FALSE,NA,"1067923281884270592",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","au_rora",1938,TRUE,FALSE,NA,NA
"RT @Viacom: After 7 successful seasons, @CatfishMTV is back with more wild episodes. 🙌 Explore the truths and lies of online dating with cr…",FALSE,0,NA,2018-11-28 23:28:05,FALSE,NA,"1067923112187109376",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","blonde_brina",10,TRUE,FALSE,NA,NA
"Aww I’m watching #Catfish and the feel really bad for these people being catfished online. All the feelings they in… https://t.co/fH8CrQc4HG",FALSE,0,NA,2018-11-28 23:27:33,TRUE,NA,"1067922976601821184",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","tweeterbellxo",0,FALSE,FALSE,NA,NA
"RT @CatfishMTV: .@NevSchulman and @JaneCarrey23 are on the search for Mike's mysterious love interest, but could Mike's curiosity put an en…",FALSE,0,NA,2018-11-28 23:27:25,FALSE,NA,"1067922941835280384",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","nonangelically",126,TRUE,FALSE,NA,NA
"RT @NevSchulman: No matter how mad you are, never call someone a fat ass Kelly Price. #Catfish #wednesdaywisdom",FALSE,0,NA,2018-11-28 23:27:02,FALSE,NA,"1067922847618740224",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","insatiable_dee",1938,TRUE,FALSE,NA,NA
"RT @NevSchulman: No matter how mad you are, never call someone a fat ass Kelly Price. #Catfish #wednesdaywisdom",FALSE,0,NA,2018-11-28 23:24:29,FALSE,NA,"1067922206771023872",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","_Itakeyourbitch",1938,TRUE,FALSE,NA,NA
"RT @NevSchulman: No matter how mad you are, never call someone a fat ass Kelly Price. #Catfish #wednesdaywisdom",FALSE,0,NA,2018-11-28 23:23:59,FALSE,NA,"1067922080644194305",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","saddgucci_",1938,TRUE,FALSE,NA,NA
"RT @NevSchulman: No matter how mad you are, never call someone a fat ass Kelly Price. #Catfish #wednesdaywisdom",FALSE,0,NA,2018-11-28 23:23:52,FALSE,NA,"1067922048490582021",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","antoniaa_walker",1938,TRUE,FALSE,NA,NA
"Lmaoo how is.@CatfishMTV still going tbh its 2018 whoooooo still gets catfishh like come on!!! 😂😂😂😂😂😂 i love the sh… https://t.co/3nLx7IQrp4",FALSE,2,NA,2018-11-28 23:22:49,TRUE,NA,"1067921786145316865",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","leahsuarez97",0,FALSE,FALSE,NA,NA
"RT @NevSchulman: No matter how mad you are, never call someone a fat ass Kelly Price. #Catfish #wednesdaywisdom",FALSE,0,NA,2018-11-28 23:22:40,FALSE,NA,"1067921747217911808",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","morgan_pieper27",1938,TRUE,FALSE,NA,NA
"RT @CatfishMTV: Use this: 

👩‍🎤: Dear Nev, I'm in love with someone I never met. Here’s the photo ✨🤵✨
🕵️: Hmm... sounds 🐟 but I'll help…",FALSE,0,NA,2018-11-28 23:22:02,FALSE,NA,"1067921587649810432",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","obviouslarry_",53,TRUE,FALSE,NA,NA
"RT @NevSchulman: No matter how mad you are, never call someone a fat ass Kelly Price. #Catfish #wednesdaywisdom",FALSE,0,NA,2018-11-28 23:21:26,FALSE,NA,"1067921438945013760",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","itstinbit",1938,TRUE,FALSE,NA,NA
"#Catfish back tonight 😬😬😬 but no Max 😭😭😭 @CatfishMTV",FALSE,0,NA,2018-11-28 23:21:09,FALSE,NA,"1067921367109181440",NA,"<a href=""http://www.echofon.com/"" rel=""nofollow"">Echofon</a>","iKrys526",0,FALSE,FALSE,NA,NA
"RT @NevSchulman: No matter how mad you are, never call someone a fat ass Kelly Price. #Catfish #wednesdaywisdom",FALSE,0,NA,2018-11-28 23:20:50,FALSE,NA,"1067921288210063360",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","vic_pink1997",1938,TRUE,FALSE,NA,NA
"RT @CatfishMTV: Betrayed by the 🍆 print! 😩 Is sending a fake nude a form of #Catfish-ing? 🤔 Find out on the premiere TONIGHT at 9/8c, on @M…",FALSE,0,NA,2018-11-28 23:20:18,FALSE,NA,"1067921154478927872",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>","FreddyDilone",30,TRUE,FALSE,NA,NA
"RT @lana_hanlon: well atleast they got the colour right #catfish @OfficialPLT https://t.co/ZiNX9lSspf",FALSE,0,NA,2018-11-28 23:20:15,FALSE,NA,"1067921138603474947",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","tahayuana",3,TRUE,FALSE,NA,NA
"RT @CatfishMTV: Use this: 

👩‍🎤: Dear Nev, I'm in love with someone I never met. Here’s the photo ✨🤵✨
🕵️: Hmm... sounds 🐟 but I'll help…",FALSE,0,NA,2018-11-28 23:20:06,FALSE,NA,"1067921102398267392",NA,"<a href=""http://www.echofon.com/"" rel=""nofollow"">Echofon</a>","crucifiedx",53,TRUE,FALSE,NA,NA
"RT @joss_mooney: Make sure you tune into @MTV for the return of #Catfish 

Can’t wait to see the new co-hosts! Don't miss it TONIGHT at 9/8…",FALSE,0,NA,2018-11-28 23:20:05,FALSE,NA,"1067921097591541760",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","__rickybobby",4,TRUE,FALSE,NA,NA
"RT @NevSchulman: No matter how mad you are, never call someone a fat ass Kelly Price. #Catfish #wednesdaywisdom",FALSE,0,NA,2018-11-28 23:19:36,FALSE,NA,"1067920976778850312",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","MetaGraceF",1938,TRUE,FALSE,NA,NA
"RT @lana_hanlon: well atleast they got the colour right #catfish @OfficialPLT https://t.co/ZiNX9lSspf",FALSE,0,NA,2018-11-28 23:17:06,FALSE,NA,"1067920349394857989",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","MamaOVO",3,TRUE,FALSE,NA,NA
"RT @NevSchulman: New season of #Catfish starts Wednesday.",FALSE,0,NA,2018-11-28 23:16:28,FALSE,NA,"1067920186798456832",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","TheNiniD",249,TRUE,FALSE,NA,NA
"RT @NevSchulman: No matter how mad you are, never call someone a fat ass Kelly Price. #Catfish #wednesdaywisdom",FALSE,0,NA,2018-11-28 23:16:15,FALSE,NA,"1067920134688436224",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Linkinparklids",1938,TRUE,FALSE,NA,NA
"RT @NevSchulman: No matter how mad you are, never call someone a fat ass Kelly Price. #Catfish #wednesdaywisdom",FALSE,0,NA,2018-11-28 23:14:52,FALSE,NA,"1067919785520959489",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","sam_king09",1938,TRUE,FALSE,NA,NA
"RT @NevSchulman: No matter how mad you are, never call someone a fat ass Kelly Price. #Catfish #wednesdaywisdom",FALSE,0,NA,2018-11-28 23:14:35,FALSE,NA,"1067919712745598977",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ssl3e",1938,TRUE,FALSE,NA,NA
"RT @NevSchulman: No matter how mad you are, never call someone a fat ass Kelly Price. #Catfish #wednesdaywisdom",FALSE,0,NA,2018-11-28 23:13:59,FALSE,NA,"1067919562866376709",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","nadinepfalzer21",1938,TRUE,FALSE,NA,NA
"RT @CatfishMTV: Use this: 

👩‍🎤: Dear Nev, I'm in love with someone I never met. Here’s the photo ✨🤵✨
🕵️: Hmm... sounds 🐟 but I'll help…",FALSE,0,NA,2018-11-28 23:13:21,FALSE,NA,"1067919405537988613",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","NylaTymone15",53,TRUE,FALSE,NA,NA
"RT @CatfishMTV: Use this: 

👩‍🎤: Dear Nev, I'm in love with someone I never met. Here’s the photo ✨🤵✨
🕵️: Hmm... sounds 🐟 but I'll help…",FALSE,0,NA,2018-11-28 23:11:21,FALSE,NA,"1067918902540333057",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","lynzeemf",53,TRUE,FALSE,NA,NA
"RT @NevSchulman: No matter how mad you are, never call someone a fat ass Kelly Price. #Catfish #wednesdaywisdom",FALSE,0,NA,2018-11-28 23:11:18,FALSE,NA,"1067918886224449536",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","xSnicolex",1938,TRUE,FALSE,NA,NA
"A new episode of #Catfish is on tonight @9 eastern...don't miss it!",FALSE,0,NA,2018-11-28 23:10:01,FALSE,NA,"1067918566782046209",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","sexysiren78",0,FALSE,FALSE,NA,NA
"RT @NevSchulman: No matter how mad you are, never call someone a fat ass Kelly Price. #Catfish #wednesdaywisdom",FALSE,0,NA,2018-11-28 23:09:41,FALSE,NA,"1067918481495085057",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Claypoolrunz400",1938,TRUE,FALSE,NA,NA
"Dylan &amp; Savenia just might be the only #Catfish episode to ever make me tear up.... SO FAR! Gotta tune in tonight a… https://t.co/cX5REasUgs",FALSE,0,NA,2018-11-28 23:09:13,TRUE,NA,"1067918363551195136",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","MsAmandaDolly",0,FALSE,FALSE,NA,NA
"RT @CatfishMTV: Use this: 

👩‍🎤: Dear Nev, I'm in love with someone I never met. Here’s the photo ✨🤵✨
🕵️: Hmm... sounds 🐟 but I'll help…",FALSE,0,NA,2018-11-28 23:09:04,FALSE,NA,"1067918325274021891",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Aswaggmckinley",53,TRUE,FALSE,NA,NA
"RT @NevSchulman: No matter how mad you are, never call someone a fat ass Kelly Price. #Catfish #wednesdaywisdom",FALSE,0,NA,2018-11-28 23:08:56,FALSE,NA,"1067918290381500416",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>","BrittneeSmile",1938,TRUE,FALSE,NA,NA
"RT @CatfishMTV: Use this: 

👩‍🎤: Dear Nev, I'm in love with someone I never met. Here’s the photo ✨🤵✨
🕵️: Hmm... sounds 🐟 but I'll help…",FALSE,0,NA,2018-11-28 23:08:29,FALSE,NA,"1067918179941474304",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","schonerbar75",53,TRUE,FALSE,NA,NA
"RT @CatfishMTV: Use this: 

👩‍🎤: Dear Nev, I'm in love with someone I never met. Here’s the photo ✨🤵✨
🕵️: Hmm... sounds 🐟 but I'll help…",FALSE,0,NA,2018-11-28 23:07:09,FALSE,NA,"1067917843788775424",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","_xolesley",53,TRUE,FALSE,NA,NA
"RT @NevSchulman: No matter how mad you are, never call someone a fat ass Kelly Price. #Catfish #wednesdaywisdom",FALSE,0,NA,2018-11-28 23:05:29,FALSE,NA,"1067917425461665792",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","nolszanowski",1938,TRUE,FALSE,NA,NA
"RT @NevSchulman: No matter how mad you are, never call someone a fat ass Kelly Price. #Catfish #wednesdaywisdom",FALSE,0,NA,2018-11-28 23:05:18,FALSE,NA,"1067917379529830404",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","TrapQueenKeane",1938,TRUE,FALSE,NA,NA
"RT @NevSchulman: No matter how mad you are, never call someone a fat ass Kelly Price. #Catfish #wednesdaywisdom",FALSE,0,NA,2018-11-28 23:04:46,FALSE,NA,"1067917241822429186",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","lilliesanderson",1938,TRUE,FALSE,NA,NA
"RT @CatfishMTV: Use this: 

👩‍🎤: Dear Nev, I'm in love with someone I never met. Here’s the photo ✨🤵✨
🕵️: Hmm... sounds 🐟 but I'll help…",FALSE,0,NA,2018-11-28 23:04:22,FALSE,NA,"1067917143923146753",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","iPreciousLove",53,TRUE,FALSE,NA,NA
