"text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"RT @hitech_guru: #ScooterBraun Told #ArianaGrande's #Fans to Cut the B.S. and Leave #PeteDavidson Alone  https://t.co/ZAESVkSc9r #Fashion #…",FALSE,0,NA,2018-12-01 23:09:06,FALSE,NA,"1069005496617656320",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","guruhitek",1,TRUE,FALSE,NA,NA
"RT @hitech_guru: #ArianaGrande's #Manager Just #Defended #PeteDavidson After #Fans Started Dragging Him https://t.co/4XzVagUNWu? #Fashion #…",FALSE,0,NA,2018-12-01 23:09:00,FALSE,NA,"1069005471388884992",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","guruhitek",1,TRUE,FALSE,NA,NA
"RT @thedailybeast: When Dana Carvey impersonated George H.W. Bush on #SNL, he got invited to the White House—something that never would hap…",FALSE,0,NA,2018-12-01 23:06:22,FALSE,NA,"1069004810085634054",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Rickcoley1",276,TRUE,FALSE,NA,NA
"#RosebarSaturdays #SNL @rosebardc 🤘🏾 @ Rosebar DC https://t.co/wIZOSsGRqZ",FALSE,0,NA,2018-12-01 23:05:49,FALSE,NA,"1069004671602307078",NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","jugomucho",0,FALSE,FALSE,"-77.04112","38.90641"
"RT @theofficenbc: It's just like the good ol' days with Ellie Kemper, @edhelms, and @jennafischer joining @SteveCarell for his #SNL monolog…",FALSE,0,NA,2018-12-01 23:05:48,FALSE,NA,"1069004668184010754",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","HugoMagalhaesPt",11248,TRUE,FALSE,NA,NA
"I'm thankful for NEW #SNL",FALSE,0,NA,2018-12-01 23:04:10,FALSE,NA,"1069004256865325056",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","_therealjackieo",0,FALSE,FALSE,NA,NA
"RT @nbcsnl: *This is your reminder to watch #SNL tonight with Claire Foy and musical guest @AndersonPaak* https://t.co/y9M2hoyW2N",FALSE,0,NA,2018-12-01 23:02:19,FALSE,NA,"1069003791876407297",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Muscalade",108,TRUE,FALSE,NA,NA
"Cracking game of hockey at the arena tonight - 9 goals, 2 fights and a cracking atmosphere. Great advert for the… https://t.co/abvLgAW7Ss",FALSE,5,NA,2018-12-01 23:01:38,TRUE,NA,"1069003619402477568",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","TheBeardOfChaos",1,FALSE,FALSE,NA,NA
"RT @thedailybeast: When Dana Carvey impersonated George H.W. Bush on #SNL, he got invited to the White House—something that never would hap…",FALSE,0,NA,2018-12-01 23:00:12,FALSE,NA,"1069003259732361216",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","vradrian99",276,TRUE,FALSE,NA,NA
"RT @megmarcus: ""It's totally exaggerated. It's not me. Those crazy hand gestures."" The real #Bush41 vs. Dana Carvey on #SNL in 1994. VIDEO:…",FALSE,0,NA,2018-12-01 22:59:07,FALSE,NA,"1069002984368017408",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","DaveKerpen",57,TRUE,FALSE,NA,NA
"RT @nbcsnl: *This is your reminder to watch #SNL tonight with Claire Foy and musical guest @AndersonPaak* https://t.co/y9M2hoyW2N",FALSE,0,NA,2018-12-01 22:57:38,FALSE,NA,"1069002612006182912",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","LadyALover95",108,TRUE,FALSE,NA,NA
"RT @nbcsnl: *This is your reminder to watch #SNL tonight with Claire Foy and musical guest @AndersonPaak* https://t.co/y9M2hoyW2N",FALSE,0,NA,2018-12-01 22:56:24,FALSE,NA,"1069002299979255808",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","eggy_boom",108,TRUE,FALSE,NA,NA
"This is what I loved about #GeorgeHWBush &amp; the Nineties. #SNL was often hilarious back then. #DanaCarvey was perfec… https://t.co/t6EvVFAGuE",FALSE,0,NA,2018-12-01 22:56:16,TRUE,NA,"1069002266563104768",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","aaronjhill",0,FALSE,FALSE,NA,NA
"Pete Davidson Welcomes First-Time #SNL Host #ClaireFoy With Special 'Tradition' in New Promo:… https://t.co/9IyjRM1Rcm",FALSE,1,NA,2018-12-01 22:55:09,TRUE,NA,"1069001988040474624",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","PopCulture",0,FALSE,FALSE,NA,NA
"RT @thedailybeast: When Dana Carvey impersonated George H.W. Bush on #SNL, he got invited to the White House—something that never would hap…",FALSE,0,NA,2018-12-01 22:53:35,FALSE,NA,"1069001591389396992",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","realdawnsummers",276,TRUE,FALSE,NA,NA
"RT @heychela: 👑👑👑👑👑YAS QUEEN!👑👑👑👑👑
           #ClaireFoy is hosting #SNL! https://t.co/rqYM9GrbBP",FALSE,0,NA,2018-12-01 22:53:25,FALSE,NA,"1069001552311083013",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","LemuelRisaac",12,TRUE,FALSE,NA,NA
"RT @wefangirl17: The iconic “DaBears” is to “DaQueen” - Claire Foy hosts @nbcsnl on Saturday December 1st with musical guest performer Ande…",FALSE,0,NA,2018-12-01 22:52:56,FALSE,NA,"1069001428465680385",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","trusteelfan",5,TRUE,FALSE,NA,NA
"RT @thedailybeast: When Dana Carvey impersonated George H.W. Bush on #SNL, he got invited to the White House—something that never would hap…",FALSE,0,NA,2018-12-01 22:51:25,FALSE,NA,"1069001048491200513",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","janersm",276,TRUE,FALSE,NA,NA
"PUT THAT COCOA DOWN 🚫☕️
Cocoa Is For Cobblers Only...
I am here from Kris Kringle, from the North Pole on a mission… https://t.co/mgztcyPWZh",FALSE,0,NA,2018-12-01 22:49:57,TRUE,NA,"1069000676775202816",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","MikeDA44",0,FALSE,FALSE,NA,NA
"RT @AndersonPaak: #SNL This Saturday 💜 https://t.co/jPcGpMmApk",FALSE,0,NA,2018-12-01 22:49:02,FALSE,NA,"1069000448319909890",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","dnicefrmhp",1156,TRUE,FALSE,NA,NA
"RT @nbcsnl: All in favor of a reboot? @theofficenbc #SNL https://t.co/JwckHypkYC",FALSE,0,NA,2018-12-01 22:48:28,FALSE,NA,"1069000307173134336",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","woahitsahman",108664,TRUE,FALSE,NA,NA
"#RosebarSaturdays #SNL 😊 https://t.co/HQUqa5T9ie",FALSE,0,NA,2018-12-01 22:47:16,FALSE,NA,"1069000004826746880",NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","CashFlowTay",0,FALSE,FALSE,NA,NA
"RT @GiveMeMyRemote: Claire Foy hosts #SNL tonight: https://t.co/QjRY8S3yjD",FALSE,0,NA,2018-12-01 22:46:44,FALSE,NA,"1068999868809568256",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","marisaroffman",2,TRUE,FALSE,NA,NA
"#TONIGHT ❌ Catch The Mfn' #Wave🌊 structure147 #WeBooted🔋🔋 #SNL❗❗#HOOKAH💨💨💨 #BADDIES ❌ #BOSSES ❌ #DANCERS ❗❗ [EARLY… https://t.co/6lixUsrXsw",FALSE,0,NA,2018-12-01 22:43:48,TRUE,NA,"1068999131283230722",NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","DJTREY4",0,FALSE,FALSE,"-87.64194602","41.62176117"
"RT @thedailybeast: When Dana Carvey impersonated George H.W. Bush on #SNL, he got invited to the White House—something that never would hap…",FALSE,0,NA,2018-12-01 22:43:30,FALSE,NA,"1068999057136267265",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","MARIANNEMCDER14",276,TRUE,FALSE,NA,NA
"RT @thedailybeast: When Dana Carvey impersonated George H.W. Bush on #SNL, he got invited to the White House—something that never would hap…",FALSE,0,NA,2018-12-01 22:42:41,FALSE,NA,"1068998849082138624",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","nadiamartinezd1",276,TRUE,FALSE,NA,NA
"RT @thedailybeast: When Dana Carvey impersonated George H.W. Bush on #SNL, he got invited to the White House—something that never would hap…",FALSE,0,NA,2018-12-01 22:39:42,FALSE,NA,"1068998100151402498",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","crottykid75",276,TRUE,FALSE,NA,NA
"@Trillustrator #SNL",FALSE,0,"Trillustrator",2018-12-01 22:38:00,FALSE,"1068559310588977157","1068997671560466432","116870139","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","dhimmelfarb",0,FALSE,FALSE,NA,NA
"What songs does @AndersonPaak go with tonight on #SNL? 🤔",FALSE,1,NA,2018-12-01 22:36:15,FALSE,NA,"1068997232433733633",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","PatCarroll33",0,FALSE,FALSE,NA,NA
"RT @thedailybeast: When Dana Carvey impersonated George H.W. Bush on #SNL, he got invited to the White House—something that never would hap…",FALSE,0,NA,2018-12-01 22:34:11,FALSE,NA,"1068996711496900608",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","NeNeNess",276,TRUE,FALSE,NA,NA
"RT @nbcsnl: *This is your reminder to watch #SNL tonight with Claire Foy and musical guest @AndersonPaak* https://t.co/y9M2hoyW2N",FALSE,0,NA,2018-12-01 22:34:07,FALSE,NA,"1068996693608165376",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","LigayaLoyola",108,TRUE,FALSE,NA,NA
"Is this an #snl skit? 😂 https://t.co/7sfeUixzBS",FALSE,1,NA,2018-12-01 22:29:21,FALSE,NA,"1068995494897217536",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","taylorspearl",0,FALSE,FALSE,NA,NA
"RT @thedailybeast: When Dana Carvey impersonated George H.W. Bush on #SNL, he got invited to the White House—something that never would hap…",FALSE,0,NA,2018-12-01 22:29:12,FALSE,NA,"1068995455583965184",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","upshegoes1",276,TRUE,FALSE,NA,NA
"@pattonoswalt Can’t wait to watch #SNL tonight",FALSE,0,"pattonoswalt",2018-12-01 22:29:06,FALSE,"1068977731637899264","1068995433018515456","139162440","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","dhimmelfarb",0,FALSE,FALSE,NA,NA
"On tonight's #SoundDiego TV: @SaidTheSky, @PetitBiscuit, @mxAlemanmx, @UralThomas &amp; The Pain, Clan of Xymox,… https://t.co/Hp4frl2ZPT",FALSE,1,NA,2018-12-01 22:25:38,TRUE,NA,"1068994560263684096",NA,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","sounddiego",1,FALSE,FALSE,NA,NA
"COLD OPEN INTERVIEW BIG COW FOR FOX NEWS

#snl #snlbot #snlprediction @nbcsnl",FALSE,1,NA,2018-12-01 22:25:03,FALSE,NA,"1068994413962121219",NA,"<a href=""https://www.hootsuite.com"" rel=""nofollow"">Hootsuite Inc.</a>","SNL_BOT",0,FALSE,FALSE,NA,NA
"George H.W. Bush y sus contados retratos en la cultura pop: de vecino insoportable de 'Los Simpson'; frágil y human… https://t.co/LFOkTDPqH7",FALSE,4,NA,2018-12-01 22:22:07,TRUE,NA,"1068993672367222785",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","enekoruizj",0,FALSE,FALSE,NA,NA
"RT @nbcsnl: *This is your reminder to watch #SNL tonight with Claire Foy and musical guest @AndersonPaak* https://t.co/y9M2hoyW2N",FALSE,0,NA,2018-12-01 22:21:09,FALSE,NA,"1068993430431375360",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","rockstar_blonde",108,TRUE,FALSE,NA,NA
"RT @ThatWeekInSNL: This week, we're going all the back to season 2 for a #SNL holiday classic with Candice Bergen and Frank Zappa from 1976…",FALSE,0,NA,2018-12-01 22:19:15,FALSE,NA,"1068992952553414657",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>","timcicali",2,TRUE,FALSE,NA,NA
"RT @thedailybeast: When Dana Carvey impersonated George H.W. Bush on #SNL, he got invited to the White House—something that never would hap…",FALSE,0,NA,2018-12-01 22:15:37,FALSE,NA,"1068992038564257792",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Dam_ien_",276,TRUE,FALSE,NA,NA
"RT @megmarcus: ""It's totally exaggerated. It's not me. Those crazy hand gestures."" The real #Bush41 vs. Dana Carvey on #SNL in 1994. VIDEO:…",FALSE,0,NA,2018-12-01 22:15:17,FALSE,NA,"1068991953583276032",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Ashlyn_YS",57,TRUE,FALSE,NA,NA
"RT @thedailybeast: When Dana Carvey impersonated George H.W. Bush on #SNL, he got invited to the White House—something that never would hap…",FALSE,0,NA,2018-12-01 22:13:50,FALSE,NA,"1068991587500392448",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>","PrezHillary17",276,TRUE,FALSE,NA,NA
"RT @latimesent: Tonight, @TheCrownNetflix and @SpidersWebMovie star Caire Foy will step on the #SNL stage to host, with musical guest @Ande…",FALSE,0,NA,2018-12-01 22:13:25,FALSE,NA,"1068991484634980352",NA,"<a href=""http://localhost.com"" rel=""nofollow"">Twitter_User_Migration</a>","goppytowns774",4,TRUE,FALSE,NA,NA
"RT @thedailybeast: When Dana Carvey impersonated George H.W. Bush on #SNL, he got invited to the White House—something that never would hap…",FALSE,0,NA,2018-12-01 22:13:01,FALSE,NA,"1068991382025465857",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","vancitydan",276,TRUE,FALSE,NA,NA
"RT @thedailybeast: When Dana Carvey impersonated George H.W. Bush on #SNL, he got invited to the White House—something that never would hap…",FALSE,0,NA,2018-12-01 22:12:14,FALSE,NA,"1068991185203548160",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","SlobodaAnne",276,TRUE,FALSE,NA,NA
"Burayidi Weekly News: Street Joke(Chimney)

#burayidiweeklynews #fakenews #cnn #nbc #cbs #abc #actor #sketch… https://t.co/ekGSf4C6vv",FALSE,0,NA,2018-12-01 22:09:04,TRUE,NA,"1068990391196794881",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RodneyBurayidi",0,FALSE,FALSE,NA,NA
"RT @latimesent: Tonight, @TheCrownNetflix and @SpidersWebMovie star Caire Foy will step on the #SNL stage to host, with musical guest @Ande…",FALSE,0,NA,2018-12-01 22:07:13,FALSE,NA,"1068989922504110080",NA,"<a href=""http://localhost.com"" rel=""nofollow"">Twitter_User_Migration</a>","gappytate770",4,TRUE,FALSE,NA,NA
"Ambiguously Gay Duo SNL Lunchbox with Figures and Car Lot | eBay https://t.co/PopTFk58fv? wowssPageName=STRK:MESELX… https://t.co/sX4ddc07jc",FALSE,0,NA,2018-12-01 22:01:18,TRUE,NA,"1068988434323333125",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","DecrepitVinyl",0,FALSE,FALSE,NA,NA
"Ambiguously Gay Duo SNL Lunchbox with Figures and Car Lot | eBay https://t.co/ZWPJgkZEWy #ambiguouslygayduo #snl… https://t.co/jt2n9UZj53",FALSE,0,NA,2018-12-01 22:01:07,TRUE,NA,"1068988387770671104",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","DecrepitVinyl",0,FALSE,FALSE,NA,NA
